gene_name number_of_transposon_per_gene number_of_read_per_gene
SWF1 7 21
ARO1 9 33
MTC5 7 32
SAC6 4 19
FIN1 4 4
YDR131C 4 9
YDR132C 8 188
YDR133C 0 0
YCF1 14 529
VPS61 2 6
RGP1 2 3
HPR1 2 2
RUB1 0 0
MTQ2 2 1
DOP1 3 3
PEX7 4 3
SAN1 5 65
MKC7 10 92
TAF12 0 0
SWI5 6 25
EKI1 7 21
KGD2 0 0
YDR149C 1 0
NUM1 13 30
CTH1 1 0
GIR2 0 0
ENT5 4 5
YDR154C 5 91
CPR1 2 1
RPA14 4 12
YDR157W 7 37
HOM2 2 1
SAC3 10 219
SSY1 0 0
YDR161W 0 0
NBP2 0 0
CWC15 1 0
SEC1 1 0
TRM82 8 93
SEC5 5 10
TAF10 2 3
CDC37 1 0
STB3 4 26
YDR169C-A 0 0
SEC7 2 4
HSP42 2 2
SUP35 1 0
ARG82 1 0
HMO1 0 0
RSM24 1 0
NGG1 6 12
UBC1 1 0
SDH4 4 29
CSN9 0 0
YDR179W-A 5 28
SCC2 4 3
SAS4 3 5
CDC1 0 0
YDR182W-A 1 0
PLP1 1 0
YDR183C-A 2 1
ATC1 0 0
UPS3 3 2
YDR186C 7 51
YDR187C 3 5
CCT6 5 7
SLY1 0 0
RVB1 1 0
HST4 3 2
NUP42 4 6
YDR193W 2 3
MSS116 2 1
YDR194W-A 0 0
REF2 4 76
CAB5 0 0
CBS2 2 24
RKM2 8 249
YDR199W 0 0
VPS64 4 6
SPC19 0 0
RAV2 3 9
YDR203W 0 0
COQ4 0 0
MSC2 5 76
EBS1 1 0
UME6 12 295
MSS4 3 3
YDR209C 3 24
YDR210W 3 24
GCD6 1 0
TCP1 4 3
UPC2 6 77
AHA1 8 121
YDR215C 17 432
ADR1 11 18
RAD9 11 204
SPR28 5 5
MFB1 3 4
YDR220C 1 0
GTB1 13 411
YDR222W 3 3
CRF1 4 10
HTB1 0 0
HTA1 2 10
ADK1 1 0
SIR4 6 9
PCF11 2 1
IVY1 6 94
YDR230W 6 290
COX20 7 140
HEM1 4 4
RTN1 5 12
LYS4 8 51
PRP42 2 1
FMN1 2 1
MRPL7 0 0
SEC26 4 4
YDR239C 7 32
SNU56 2 1
BUD26 2 1
AMD2 19 1150
PRP28 1 0
PEX5 5 49
MNN10 3 31
TRS23 3 6
YDR246W-A 8 300
VHS1 9 819
YDR248C 3 9
YDR249C 3 12
YDR250C 14 509
PAM1 4 60
BTT1 1 0
MET32 6 50
CHL4 2 3
RMD5 1 0
CTA1 6 26
RKM4 0 0
HSP78 10 159
YAP6 2 11
SWM1 7 85
EXG2 10 66
YDR262W 4 34
DIN7 5 5
AKR1 4 5
PEX10 2 3
HEL2 1 0
CIA1 0 0
MSW1 4 19
YDR269C 0 0
CCC2 2 2
YDR271C 0 0
GLO2 2 3
DON1 1 0
YDR274C 15 207
BSC2 2 15
PMP3 2 1
MTH1 5 31
YDR278C 3 4
RNH202 1 0
RRP45 0 0
PHM6 0 0
YDR282C 3 2
GCN2 9 61
DPP1 2 1
ZIP1 4 38
YDR286C 5 172
INM2 2 2
NSE3 0 0
RTT103 1 0
YDR290W 0 0
HRQ1 8 160
SRP101 0 0
SSD1 12 373
DPL1 4 8
HDA2 4 33
MHR1 4 15
SUR2 1 0
ATP5 0 0
BFR2 0 0
PRO1 0 0
CFT1 6 8
GPI11 1 0
RSC3 2 2
CPR5 0 0
HNT2 4 16
YDR306C 1 0
PMT7 3 4
SRB7 0 0
GIC2 4 3
SUM1 6 13
TFB1 1 0
SSF2 10 139
PIB1 8 67
RAD34 8 844
IPK1 0 0
OMS1 8 111
HIM1 3 77
MCM21 1 0
YFT2 4 36
SWA2 5 17
DAD4 1 0
YDR320W-B 2 4
ASP1 1 0
MRPL35 1 0
TIM11 1 0
PEP7 8 148
UTP4 3 16
YCG1 1 0
YSP2 11 391
YDR327W 1 0
SKP1 3 2
PEX3 1 0
UBX5 3 4
GPI8 0 0
IRC3 6 85
RQC1 3 2
SWR1 10 50
MSN5 3 4
YDR336W 7 77
MRPS28 1 0
YDR338C 17 638
FCF1 0 0
YDR340W 5 45
YDR341C 0 0
HXT7 3 139
HXT6 0 0
YDR344C 7 25
HXT3 10 79
SVF1 2 2
MRP1 3 4
PAL1 5 30
YPS7 2 2
ATP22 0 0
SBE2 2 1
YPQ2 2 4
TRR1 0 0
TRP4 0 0
YDR354C-A 0 0
YDR355C 0 0
SPC110 1 0
CNL1 3 35
GGA1 4 5
EAF1 1 0
OPI7 1 0
BCP1 0 0
TFC6 1 0
ESC2 6 66
SEM1 0 0
CDC40 0 0
ESF1 2 1
YDR366C 7 28
KEI1 1 0
YPR1 1 0
XRS2 6 61
DXO1 5 81
CTS2 4 4
YDR371C-A 0 0
VPS74 2 1
FRQ1 0 0
PHO92 4 32
WIP1 1 0
BCS1 2 1
ARH1 1 0
ATP17 0 0
LSM6 0 0
RGA2 7 104
SDH6 1 0
ARO10 4 74
YRA1 0 0
YDR381C-A 0 0
RPP2B 0 0
NKP1 5 40
ATO3 15 801
EFT2 4 8
MUS81 1 0
YDR387C 7 353
RVS167 7 27
SAC7 4 12
UBA2 1 0
YDR391C 2 5
SPT3 3 16
SHE9 3 3
RPT3 2 1
SXM1 8 101
YDR396W 5 16
NCB2 5 18
UTP5 1 0
HPT1 0 0
URH1 9 382
YDR401W 9 163
DIT2 10 167
DIT1 9 97
RPB7 0 0
MRP20 6 52
PDR15 39 1709
YDR406W-A 1 0
TRS120 4 6
ADE8 0 0
SIZ1 4 21
STE14 3 6
DFM1 14 268
RRP17 0 0
YDR413C 0 0
ERD1 1 0
YDR415C 11 207
SYF1 2 1
YDR417C 0 0
RPL12B 0 0
RAD30 8 170
HKR1 2 1
ARO80 6 50
SIP1 7 90
CAD1 1 0
DYN2 2 1
SNX41 7 12
YDR426C 2 1
RPN9 0 0
BNA7 2 2
TIF35 0 0
CYM1 11 221
YDR431W 2 1
NPL3 2 1
YDR433W 1 0
GPI17 3 2
PPM1 5 82
PPZ2 9 229
GPI19 2 1
THI74 5 12
