gene_name number_of_transposon_per_gene number_of_read_per_gene
YDL022C-A 12 88
YDL023C 3 11
GPD1 16 220
GPM2 20 123
RPN4 22 142
OSH2 62 1933
ERP3 11 219
CDC7 3 2
YDL016C 7 34
TSC13 0 0
NOP1 0 0
SLX5 10 106
YDL012C 18 220
YDL011C 16 218
GRX6 20 249
YDL009C 6 19
APC11 7 51
YDL007C-A 9 70
RPT2 0 0
PTC1 1 0
MED2 31 225
ATP16 0 0
MCD1 6 32
NHP10 17 191
RMD1 62 1289
NTH1 121 2012
YRB1 1 0
RCR2 26 257
YDR003W-A 2 1
RAD57 24 146
MAF1 9 138
SOK1 43 448
TRP1 34 314
YDR008C 27 460
GAL3 54 601
YDR010C 77 1940
SNQ2 85 1000
RPL4B 6 168
PSF1 0 0
RAD61 33 260
HED1 8 96
YDR015C 3 11
DAD1 1 0
KCS1 14 116
YDR018C 40 336
GCV1 31 315
DAS2 27 692
FAL1 0 0
ATG31 1 0
SES1 2 1
FYV1 5 4
RPS11A 1 0
NSI1 22 235
VPS54 2 1
REG1 9 102
YDR029W 3 2
RAD28 31 415
MIX14 4 3
PST2 13 88
MRH1 25 352
LYS14 18 122
YDR034C-A 2 1
YDR034W-B 3 4
ARO3 15 144
EHD3 16 128
KRS1 3 3
ENA5 17 76
ENA2 2 1
ENA1 7 76
RSM10 2 2
YDR042C 1 0
NRG1 6 39
HEM13 0 0
RPC11 0 0
BAP3 9 57
HEM12 0 0
YDR048C 8 194
VMS1 3 10
TPI1 0 0
DET1 12 114
DBF4 1 0
YDR053W 0 0
CDC34 3 2
PST1 18 204
YDR056C 10 25
YOS9 11 48
TGL2 9 14
UBC5 11 231
MAK21 7 29
YDR061W 11 83
LCB2 0 0
AIM7 2 1
RPS13 0 0
RRG1 0 0
RTR2 11 251
OCA6 9 158
DOS2 6 13
DOA4 3 3
FMP16 0 0
PAA1 1 0
IPT1 17 88
SNF11 8 49
TPS2 6 211
PPH3 9 168
RAD55 19 205
SED1 4 5
SHU2 4 21
PET100 2 16
TFB5 2 2
VPS41 0 0
PDC2 1 0
STN1 8 53
RRP8 4 7
TVP23 5 46
AFR1 12 85
SSS1 0 0
RRP1 0 0
SLU7 4 16
YDR089W 33 242
YDR090C 5 18
RLI1 0 0
UBC13 2 3
DNF2 98 1878
YDR094W 43 961
YDR095C 26 200
GIS1 16 68
MSH6 10 48
GRX3 4 7
BMH2 16 37
TVP15 11 67
ARX1 10 71
YDR102C 7 49
STE5 8 36
SPO71 29 445
TMS1 8 62
ARP10 4 5
TMN2 9 50
TRS85 11 129
YDR109C 15 74
FOB1 23 321
ALT2 18 200
IRC2 8 50
PDS1 1 0
YDR114C 6 29
YDR115W 1 0
MRPL1 6 6
TMA64 5 27
APC4 12 53
YDR118W-A 2 3
VBA4 15 49
COX26 5 19
TRM1 10 36
DPB4 3 3
KIN1 8 53
INO2 1 0
YDR124W 15 131
ECM18 8 19
SWF1 7 25
ARO1 7 24
MTC5 26 171
SAC6 2 1
FIN1 2 1
YDR131C 17 121
YDR132C 5 8
YDR133C 1 0
YCF1 15 79
VPS61 14 216
RGP1 0 0
HPR1 14 182
RUB1 0 0
MTQ2 0 0
DOP1 4 4
PEX7 7 64
SAN1 15 183
MKC7 11 175
TAF12 0 0
SWI5 12 55
EKI1 17 223
KGD2 2 2
YDR149C 2 1
NUM1 12 58
CTH1 9 82
GIR2 4 21
ENT5 5 32
YDR154C 0 0
CPR1 0 0
RPA14 4 14
YDR157W 19 218
HOM2 1 0
SAC3 11 92
SSY1 0 0
YDR161W 0 0
NBP2 1 0
CWC15 5 22
SEC1 2 1
TRM82 8 76
SEC5 15 76
TAF10 2 1
CDC37 1 0
STB3 7 66
YDR169C-A 2 19
SEC7 6 17
HSP42 6 21
SUP35 0 0
ARG82 1 0
HMO1 3 5
RSM24 0 0
NGG1 4 16
UBC1 3 7
SDH4 2 1
CSN9 4 22
YDR179W-A 5 76
SCC2 3 2
SAS4 13 125
CDC1 1 0
YDR182W-A 4 11
PLP1 7 11
YDR183C-A 4 8
ATC1 7 41
UPS3 3 3
YDR186C 10 15
YDR187C 4 12
CCT6 2 1
SLY1 1 0
RVB1 0 0
HST4 12 88
NUP42 14 155
YDR193W 5 9
MSS116 3 2
YDR194W-A 0 0
REF2 4 25
CAB5 1 0
CBS2 0 0
RKM2 7 74
YDR199W 7 24
VPS64 12 168
SPC19 1 0
RAV2 5 12
YDR203W 1 0
COQ4 1 0
MSC2 0 0
EBS1 11 114
UME6 10 47
MSS4 5 33
YDR209C 2 26
YDR210W 0 0
GCD6 0 0
TCP1 0 0
UPC2 26 331
AHA1 12 334
YDR215C 31 168
ADR1 22 314
RAD9 25 430
SPR28 14 30
MFB1 5 12
YDR220C 8 12
GTB1 37 607
YDR222W 5 29
CRF1 8 40
