gene_name number_of_transposon_per_gene number_of_read_per_gene
YCR050C 7 198
YCR051W 6 6
RSC6 1 0
THR4 2 1
CTR86 6 13
PWP2 3 3
YIH1 13 123
TAH1 7 102
YCR061W 41 1496
YCR064C 18 419
BUD31 1 0
HCM1 2 11
RAD18 2 1
SED4 22 194
ATG15 19 422
CPR4 7 15
IMG2 2 1
RSA4 8 7
SSK22 30 461
SOL2 10 136
ERS1 5 8
YCR075W-A 2 1
FUB1 10 136
PAT1 6 16
PTC6 15 456
SRB8 18 39
YCR081C-A 2 1
AHC2 3 28
TRX3 2 1
TUP1 5 4
YCR085W 4 14
CSM1 3 4
YCR087W 2 1
YCR087C-A 2 1
ABP1 7 95
FIG2 12 90
YCR090C 3 14
KIN82 11 64
MSH3 12 140
CDC39 15 69
CDC50 1 0
OCA4 1 0
YCR095W-A 1 0
HMRA2 0 0
HMRA1 3 3
YCR097W-A 0 0
GIT1 5 26
YCR099C 3 5
YCR100C 3 2
YCR101C 3 27
YCR102C 14 108
YCR102W-A 0 0
PAU3 3 2
ADH7 10 75
RDS1 19 965
AAD3 6 93
YCR108C 7 22
COS7 2 1
YDL247W-A 0 0
MPH2 2 1
SOR2 0 0
HXT15 9 20
THI13 4 6
AAD4 9 350
YDL242W 8 22
YDL241W 5 14
YDL240C-A 6 24
LRG1 12 42
ADY3 6 151
GUD1 7 33
AIM6 5 40
PHO13 4 9
YPD1 0 0
GYP7 9 120
MFG1 6 122
OST4 0 0
BRE4 14 796
PTP1 14 262
SSB1 1 0
YDL228C 1 0
HO 19 225
GCS1 7 10
SHS1 8 135
WHI4 16 86
HBT1 31 1027
FMP45 9 138
YDL221W 30 904
CDC13 29 1285
DTD1 1 0
YDL218W 4 13
TIM22 2 1
RRI1 10 21
GDH2 25 838
PRR2 12 273
NOP6 0 0
SHR3 4 4
YDL211C 7 104
UGA4 18 430
CWC2 1 0
NHP2 0 0
GLE1 0 0
YDL206W 5 46
HEM3 7 9
RTN2 10 296
ACK1 11 114
MRPL11 2 13
TRM8 7 92
MGT1 2 7
YDL199C 5 213
GGC1 0 0
ASF2 4 141
YDL196W 11 60
SEC31 5 4
SNF3 6 10
NUS1 0 0
ARF1 2 1
RPL35A 1 0
UFD2 10 28
RBS1 5 32
PPH22 8 55
YDL187C 2 2
YDL186W 7 19
YDL185C-A 3 13
VMA1 10 13
RPL41A 1 0
YDL183C 2 1
LYS20 11 338
INH1 1 0
YDL180W 5 43
PCL9 1 0
DLD2 3 6
YDL177C 4 9
YDL176W 5 32
AIR2 13 359
DLD1 16 985
PAR32 3 92
YDL172C 2 23
GLT1 42 3440
UGA3 3 4
UGX2 3 2
SFA1 5 43
NRP1 20 224
FAP7 1 0
CDC36 3 2
CDC9 8 13
YDL163W 3 3
YDL162C 5 43
ENT1 11 827
MHF2 0 0
DHH1 4 3
YDL159W-A 6 15
STE7 6 9
YDL159C-B 1 0
YDL158C 2 1
YDL157C 3 3
CMR1 14 274
CLB3 11 322
MSH5 23 423
SAS10 3 2
YDL152W 2 9
BUD30 0 0
RPC53 2 1
ATG9 8 20
NOP14 10 358
RPN5 1 0
LDB17 7 118
COP1 0 0
YDL144C 16 454
CCT4 1 0
CRD1 4 6
BPL1 4 3
RPO21 7 6
SCM3 3 3
RGT2 17 86
ARF2 4 4
RPL35B 3 4
RDI1 0 0
PPH21 16 252
RPL41B 1 0
SRF1 8 218
CDC53 4 3
LYS21 7 49
STF1 0 0
RPP1B 2 2
YDL129W 1 0
VCX1 6 8
PCL2 6 23
CDC48 3 3
HNT1 4 20
YDL124W 4 15
SNA4 5 6
UBP1 7 11
YDL121C 6 63
YFH1 1 0
YDL119C 4 24
YDL118W 3 22
CYK3 12 69
NUP84 2 1
IWR1 5 9
YDL114W-A 0 0
YDL114W 2 1
ATG20 5 4
TRM3 25 151
RRP42 0 0
TMA17 7 11
YDL109C 22 581
KIN28 0 0
MSS2 3 3
PHO2 9 11
NSE4 2 1
QRI7 5 7
QRI1 2 1
POL3 3 2
DUN1 7 21
GET3 3 3
BUG1 4 34
SNU23 0 0
RPN6 6 9
OPI6 5 43
PMT1 20 240
YDL094C 11 46
PMT5 18 209
SRP14 5 5
UBX3 8 214
RAM1 0 0
NUR1 11 407
ASM4 12 275
LUC7 3 4
YDL086W 11 1097
YDL086C-A 9 1091
YDL085C-A 1 0
NDE2 6 50
SUB2 1 0
RPS16B 0 0
RPL13A 6 5
RPP1A 0 0
THI3 10 384
MRK1 20 1085
MDH3 12 306
VAM6 9 37
RXT3 10 132
RPL31A 0 0
BRE1 4 3
YDL073W 17 631
YET3 2 1
YDL071C 10 712
BDF2 5 9
CBS1 3 51
YDL068W 2 35
COX9 1 0
IDP1 7 18
PEX19 14 459
UBC9 3 3
SYO1 4 9
YDL062W 0 0
RPS29B 0 0
TSR1 5 7
RAD59 4 6
USO1 7 14
YDL057W 15 216
MBP1 14 231
PSA1 4 10
MCH1 16 548
PBP4 4 40
SLC1 11 110
LHP1 10 33
YDL050C 6 14
KNH1 10 314
STP4 22 269
SIT4 1 0
NPC2 3 2
MRP10 6 64
FAD1 1 0
MTF2 8 164
PRP11 1 0
SIR2 10 248
YDL041W 5 34
NAT1 7 26
PRM7 11 102
BSC1 5 69
PUS9 15 83
GPR1 23 91
YDL034W 8 11
SLM3 13 59
YDL032W 4 35
DBP10 2 2
PRP9 1 0
ARP2 0 0
MPS1 10 26
YDL027C 5 51
YDL026W 4 33
RTK1 3 5
YDL025W-A 0 0
DIA3 4 115
YDL022C-A 4 11
YDL023C 7 28
GPD1 16 192
GPM2 21 303
RPN4 5 6
OSH2 31 441
ERP3 3 2
CDC7 6 17
YDL016C 4 9
TSC13 2 1
NOP1 0 0
SLX5 1 0
YDL012C 6 95
YDL011C 4 3
GRX6 7 31
YDL009C 1 0
APC11 4 6
YDL007C-A 3 5
RPT2 3 3
PTC1 5 31
MED2 12 119
ATP16 1 0
MCD1 5 26
NHP10 9 187
RMD1 36 683
NTH1 34 781
YRB1 0 0
RCR2 18 212
YDR003W-A 1 0
RAD57 11 56
MAF1 8 49
SOK1 28 917
TRP1 300 45025
YDR008C 135 9391
GAL3 25 416
YDR010C 22 366
