gene_name number_of_transposon_per_gene number_of_read_per_gene
YDR161W 1 0
NBP2 0 0
CWC15 2 4
SEC1 3 2
TRM82 3 3
SEC5 14 81
TAF10 1 0
CDC37 1 0
STB3 2 1
YDR169C-A 2 1
SEC7 20 138
HSP42 4 7
SUP35 4 7
ARG82 1 0
HMO1 6 12
RSM24 3 10
NGG1 6 22
UBC1 3 5
SDH4 2 3
CSN9 8 46
YDR179W-A 5 23
SCC2 12 50
SAS4 8 172
CDC1 4 6
YDR182W-A 2 1
PLP1 2 26
YDR183C-A 3 3
ATC1 5 47
UPS3 3 11
YDR186C 5 9
YDR187C 7 20
CCT6 6 13
SLY1 12 118
RVB1 0 0
HST4 9 75
NUP42 3 15
YDR193W 1 0
MSS116 5 17
YDR194W-A 2 2
REF2 6 52
CAB5 4 14
CBS2 7 125
RKM2 7 26
YDR199W 0 0
VPS64 9 32
SPC19 0 0
RAV2 2 1
YDR203W 0 0
COQ4 11 86
MSC2 7 18
EBS1 9 48
UME6 9 21
MSS4 10 53
YDR209C 4 21
YDR210W 2 6
GCD6 3 24
TCP1 3 2
UPC2 11 196
AHA1 17 339
YDR215C 24 582
ADR1 26 187
RAD9 29 310
SPR28 9 48
MFB1 3 10
YDR220C 6 112
GTB1 13 72
YDR222W 2 2
CRF1 11 85
HTB1 1 0
HTA1 0 0
ADK1 6 21
SIR4 3 3
PCF11 3 15
IVY1 15 191
YDR230W 9 90
COX20 13 91
HEM1 2 1
RTN1 6 24
LYS4 11 54
PRP42 0 0
FMN1 1 0
MRPL7 2 1
SEC26 8 14
YDR239C 13 82
SNU56 3 19
BUD26 4 31
AMD2 11 61
PRP28 4 19
PEX5 7 16
MNN10 7 105
TRS23 3 11
YDR246W-A 9 112
VHS1 3 13
YDR248C 5 31
YDR249C 15 94
YDR250C 17 375
PAM1 11 31
BTT1 2 2
MET32 4 18
CHL4 2 1
RMD5 2 1
CTA1 9 85
RKM4 4 37
HSP78 17 160
YAP6 6 51
SWM1 20 548
EXG2 14 150
YDR262W 4 16
DIN7 12 129
AKR1 12 76
PEX10 3 6
HEL2 10 23
CIA1 4 18
MSW1 4 74
YDR269C 0 0
CCC2 3 6
YDR271C 1 0
GLO2 8 18
DON1 5 17
YDR274C 34 626
BSC2 16 58
PMP3 1 0
MTH1 11 128
YDR278C 4 6
RNH202 7 35
