gene_name number_of_transposon_per_gene number_of_read_per_gene
HMRA1 2 2
YCR097W-A 0 0
GIT1 16 895
YCR099C 2 1
YCR100C 8 375
YCR101C 0 0
YCR102C 4 55
YCR102W-A 0 0
PAU3 1 0
ADH7 9 120
RDS1 10 75
AAD3 5 10
YCR108C 5 15
COS7 0 0
YDL247W-A 0 0
MPH2 1 0
SOR2 5 4
HXT15 2 1
THI13 0 0
AAD4 6 6
YDL242W 6 417
YDL241W 4 8
YDL240C-A 8 260
LRG1 6 101
ADY3 3 34
GUD1 3 7
AIM6 5 20
PHO13 2 7
YPD1 0 0
GYP7 8 93
MFG1 5 55
OST4 0 0
BRE4 15 93
PTP1 3 45
SSB1 4 58
YDL228C 3 49
HO 4 12
GCS1 4 4
SHS1 3 3
WHI4 12 781
HBT1 27 1084
FMP45 5 6
YDL221W 13 151
CDC13 10 102
DTD1 0 0
YDL218W 5 40
TIM22 0 0
RRI1 2 1
GDH2 18 612
PRR2 5 25
NOP6 3 81
SHR3 0 0
YDL211C 3 21
UGA4 7 87
CWC2 2 3
NHP2 1 0
GLE1 3 5
YDL206W 5 39
HEM3 0 0
RTN2 7 117
ACK1 10 185
MRPL11 0 0
TRM8 4 38
MGT1 1 0
YDL199C 9 16
GGC1 1 0
ASF2 10 95
YDL196W 22 394
SEC31 1 0
SNF3 3 2
NUS1 0 0
ARF1 0 0
RPL35A 1 0
UFD2 6 12
RBS1 1 0
PPH22 13 54
YDL187C 1 0
YDL186W 3 11
YDL185C-A 2 1
VMA1 3 3
RPL41A 0 0
YDL183C 5 6
LYS20 9 78
INH1 0 0
YDL180W 7 49
PCL9 3 11
DLD2 6 15
YDL177C 3 13
YDL176W 7 10
AIR2 3 4
DLD1 12 377
PAR32 6 18
YDL172C 4 11
GLT1 30 3348
UGA3 22 1218
UGX2 3 6
SFA1 4 197
NRP1 10 46
FAP7 2 1
CDC36 0 0
CDC9 3 2
YDL163W 1 0
YDL162C 6 38
ENT1 4 3
MHF2 0 0
DHH1 2 3
YDL159W-A 5 44
STE7 7 12
YDL159C-B 1 0
YDL158C 1 0
YDL157C 2 14
CMR1 8 125
CLB3 10 253
MSH5 12 258
SAS10 1 0
YDL152W 2 7
BUD30 0 0
RPC53 0 0
ATG9 11 501
NOP14 4 4
RPN5 0 0
LDB17 3 4
COP1 2 1
YDL144C 9 59
CCT4 0 0
CRD1 6 121
BPL1 1 0
RPO21 7 8
SCM3 0 0
RGT2 12 171
ARF2 6 84
RPL35B 3 8
RDI1 6 77
PPH21 8 69
RPL41B 0 0
SRF1 6 88
CDC53 4 6
LYS21 10 261
STF1 0 0
RPP1B 1 0
YDL129W 3 34
VCX1 11 254
PCL2 12 472
CDC48 0 0
HNT1 4 5
YDL124W 4 6
SNA4 3 6
UBP1 3 3
YDL121C 5 10
YFH1 0 0
YDL119C 5 87
YDL118W 2 5
CYK3 4 4
NUP84 0 0
IWR1 3 7
YDL114W-A 1 0
YDL114W 1 0
ATG20 6 66
TRM3 24 587
RRP42 1 0
TMA17 5 25
YDL109C 7 109
KIN28 5 4
MSS2 3 3
PHO2 6 6
NSE4 0 0
QRI7 5 58
QRI1 1 0
POL3 7 9
DUN1 2 5
GET3 4 20
BUG1 9 66
SNU23 1 0
RPN6 3 9
OPI6 7 40
PMT1 8 31
YDL094C 12 414
PMT5 7 66
SRP14 5 120
UBX3 4 85
RAM1 1 0
NUR1 7 52
ASM4 4 7
LUC7 3 3
YDL086W 9 73
YDL086C-A 6 67
YDL085C-A 2 14
NDE2 3 4
SUB2 1 0
RPS16B 0 0
RPL13A 1 0
RPP1A 0 0
THI3 8 11
MRK1 16 292
MDH3 1 0
VAM6 6 50
RXT3 2 1
RPL31A 1 0
BRE1 2 1
YDL073W 18 388
YET3 1 0
YDL071C 9 202
BDF2 8 75
CBS1 2 11
YDL068W 2 11
COX9 0 0
IDP1 11 108
PEX19 4 4
UBC9 0 0
SYO1 0 0
YDL062W 0 0
RPS29B 3 4
TSR1 4 5
RAD59 6 14
USO1 8 94
YDL057W 9 238
MBP1 5 32
PSA1 1 0
MCH1 14 473
PBP4 3 2
SLC1 4 167
LHP1 4 4
YDL050C 1 0
KNH1 18 786
STP4 15 309
SIT4 3 3
NPC2 6 123
MRP10 2 28
FAD1 1 0
MTF2 2 1
PRP11 2 1
SIR2 10 122
YDL041W 4 41
NAT1 13 624
PRM7 7 8
BSC1 1 0
PUS9 7 24
GPR1 46 300
YDL034W 6 74
SLM3 18 545
YDL032W 1 0
DBP10 1 0
PRP9 2 3
ARP2 1 0
MPS1 2 2
YDL027C 3 9
YDL026W 7 149
RTK1 14 316
YDL025W-A 1 0
DIA3 13 462
YDL022C-A 4 165
YDL023C 6 25
GPD1 12 87
GPM2 8 17
RPN4 6 21
OSH2 25 773
ERP3 3 28
CDC7 3 62
YDL016C 2 14
TSC13 0 0
NOP1 0 0
SLX5 0 0
YDL012C 2 1
YDL011C 4 31
GRX6 5 72
YDL009C 1 0
APC11 0 0
YDL007C-A 0 0
RPT2 0 0
PTC1 1 0
MED2 10 398
ATP16 3 27
MCD1 2 1
NHP10 5 42
RMD1 37 1698
NTH1 35 1218
YRB1 0 0
RCR2 11 396
YDR003W-A 1 0
RAD57 8 115
MAF1 8 657
SOK1 10 130
TRP1 451 218071
YDR008C 165 30525
GAL3 33 1361
YDR010C 16 816
SNQ2 29 659
RPL4B 4 197
PSF1 0 0
RAD61 14 270
HED1 2 13
YDR015C 0 0
DAD1 0 0
KCS1 27 693
YDR018C 22 1759
GCV1 7 154
DAS2 10 145
FAL1 1 0
ATG31 6 12
SES1 1 0
FYV1 12 446
RPS11A 1 0
NSI1 3 13
VPS54 5 8
REG1 11 20
YDR029W 0 0
RAD28 9 51
MIX14 1 0
PST2 4 5
MRH1 4 7
LYS14 8 109
YDR034C-A 2 1
YDR034W-B 0 0
ARO3 6 26
EHD3 14 184
KRS1 8 18
ENA5 6 11
ENA2 4 3
ENA1 6 7
RSM10 1 0
YDR042C 4 17
NRG1 9 325
HEM13 0 0
RPC11 1 0
BAP3 6 24
HEM12 2 1
YDR048C 1 0
VMS1 2 5
TPI1 0 0
DET1 4 23
DBF4 2 1
YDR053W 0 0
CDC34 0 0
PST1 4 207
YDR056C 2 3
YOS9 12 48
TGL2 4 20
UBC5 5 6
MAK21 1 0
YDR061W 1 0
LCB2 2 1
AIM7 2 2
RPS13 0 0
RRG1 3 16
RTR2 7 201
OCA6 2 1
DOS2 2 14
DOA4 2 2
FMP16 0 0
PAA1 2 2
IPT1 14 280
SNF11 7 63
TPS2 5 27
PPH3 1 0
RAD55 3 75
SED1 2 7
SHU2 8 167
PET100 0 0
TFB5 0 0
VPS41 4 3
PDC2 0 0
STN1 1 0
RRP8 2 1
TVP23 1 0
AFR1 10 121
SSS1 0 0
RRP1 0 0
SLU7 4 46
YDR089W 13 122
YDR090C 3 3
RLI1 1 0
UBC13 3 3
DNF2 44 2569
YDR094W 19 372
YDR095C 11 30
GIS1 8 36
MSH6 13 118
GRX3 3 17
BMH2 7 21
TVP15 3 92
ARX1 4 53
YDR102C 5 14
STE5 3 5
SPO71 13 255
TMS1 5 14
ARP10 8 174
TMN2 8 85
TRS85 7 116
YDR109C 6 51
FOB1 6 22
ALT2 11 77
IRC2 5 18
PDS1 1 0
YDR114C 2 1
YDR115W 0 0
MRPL1 4 11
TMA64 1 0
APC4 6 82
YDR118W-A 1 0
VBA4 15 210
COX26 3 17
TRM1 2 23
DPB4 4 26
KIN1 8 28
INO2 0 0
YDR124W 5 8
ECM18 4 49
SWF1 12 67
ARO1 5 14
MTC5 4 5
SAC6 6 29
FIN1 2 1
YDR131C 6 25
YDR132C 9 233
YDR133C 1 0
YCF1 22 1906
VPS61 12 35
RGP1 1 0
HPR1 2 2
RUB1 0 0
MTQ2 1 0
DOP1 6 22
PEX7 3 3
SAN1 6 48
MKC7 8 180
TAF12 0 0
SWI5 7 120
EKI1 2 1
KGD2 0 0
YDR149C 1 0
NUM1 14 51
CTH1 5 38
GIR2 3 8
ENT5 1 0
YDR154C 5 42
CPR1 1 0
RPA14 5 61
YDR157W 6 24
HOM2 3 2
SAC3 12 62
SSY1 0 0
YDR161W 0 0
NBP2 1 0
CWC15 4 6
SEC1 4 3
TRM82 8 130
SEC5 5 16
TAF10 0 0
CDC37 3 5
STB3 5 9
YDR169C-A 1 0
SEC7 6 10
HSP42 7 115
SUP35 1 0
ARG82 2 1
HMO1 0 0
RSM24 2 1
NGG1 3 2
UBC1 1 0
SDH4 4 164
CSN9 1 0
YDR179W-A 5 71
SCC2 2 1
SAS4 4 105
CDC1 5 23
YDR182W-A 2 3
PLP1 4 3
YDR183C-A 2 16
ATC1 1 0
UPS3 2 2
YDR186C 7 63
YDR187C 0 0
CCT6 1 0
SLY1 0 0
RVB1 1 0
HST4 3 3
NUP42 5 14
YDR193W 4 9
MSS116 2 1
YDR194W-A 0 0
REF2 3 10
CAB5 2 3
CBS2 5 22
RKM2 3 6
YDR199W 1 0
VPS64 5 90
SPC19 0 0
RAV2 4 5
YDR203W 0 0
COQ4 3 4
MSC2 6 6
EBS1 7 38
UME6 8 44
MSS4 6 10
YDR209C 1 0
YDR210W 1 0
GCD6 3 2
TCP1 1 0
UPC2 13 362
AHA1 5 51
YDR215C 13 801
ADR1 8 79
RAD9 10 46
SPR28 2 1
MFB1 1 0
YDR220C 3 35
GTB1 12 661
YDR222W 7 9
CRF1 7 313
HTB1 1 0
HTA1 1 0
ADK1 1 0
SIR4 10 19
PCF11 1 0
IVY1 7 90
YDR230W 5 189
COX20 6 189
HEM1 0 0
RTN1 1 0
LYS4 8 137
PRP42 0 0
FMN1 2 1
MRPL7 2 2
SEC26 1 0
YDR239C 8 31
SNU56 1 0
BUD26 3 65
AMD2 16 1238
PRP28 0 0
PEX5 5 8
MNN10 7 19
TRS23 4 3
YDR246W-A 11 310
VHS1 10 286
YDR248C 4 10
YDR249C 8 244
YDR250C 13 360
PAM1 7 213
BTT1 2 1
MET32 4 43
CHL4 3 2
RMD5 2 1
CTA1 7 22
RKM4 8 100
HSP78 11 106
YAP6 4 10
SWM1 6 171
EXG2 8 65
YDR262W 4 192
DIN7 5 6
AKR1 1 0
PEX10 1 0
HEL2 4 44
CIA1 1 0
MSW1 4 21
YDR269C 1 0
CCC2 9 124
YDR271C 2 2
GLO2 2 1
DON1 2 1
YDR274C 18 543
BSC2 6 212
PMP3 0 0
MTH1 6 9
YDR278C 3 4
RNH202 3 20
RRP45 2 1
PHM6 0 0
YDR282C 2 1
GCN2 7 31
DPP1 1 0
ZIP1 8 97
YDR286C 6 300
INM2 1 0
NSE3 3 2
RTT103 2 1
YDR290W 2 7
HRQ1 9 262
SRP101 0 0
SSD1 24 824
DPL1 8 55
HDA2 11 112
MHR1 4 271
SUR2 4 7
ATP5 2 3
BFR2 0 0
PRO1 0 0
CFT1 3 4
GPI11 0 0
RSC3 5 67
CPR5 3 4
HNT2 4 41
YDR306C 2 1
PMT7 5 13
SRB7 0 0
GIC2 4 12
SUM1 4 8
TFB1 1 0
SSF2 10 129
PIB1 4 6
RAD34 9 1055
IPK1 0 0
OMS1 3 22
HIM1 4 3
MCM21 3 86
YFT2 11 172
SWA2 4 30
DAD4 0 0
YDR320W-B 5 323
ASP1 2 9
MRPL35 1 0
TIM11 1 0
PEP7 2 3
UTP4 4 13
YCG1 4 5
YSP2 17 663
YDR327W 1 0
SKP1 2 1
PEX3 5 15
UBX5 5 74
GPI8 0 0
IRC3 5 54
RQC1 3 2
SWR1 8 34
MSN5 3 6
YDR336W 5 5
MRPS28 2 2
YDR338C 16 465
FCF1 0 0
YDR340W 3 10
YDR341C 1 0
HXT7 5 9
HXT6 1 0
YDR344C 10 164
HXT3 14 98
SVF1 7 75
MRP1 1 0
PAL1 2 1
YPS7 3 4
ATP22 0 0
SBE2 4 95
YPQ2 6 126
TRR1 0 0
TRP4 0 0
YDR354C-A 0 0
YDR355C 0 0
SPC110 2 1
CNL1 4 25
GGA1 4 8
EAF1 3 5
OPI7 2 1
BCP1 0 0
TFC6 2 1
ESC2 2 4
SEM1 0 0
CDC40 1 0
ESF1 1 0
YDR366C 5 19
KEI1 0 0
YPR1 2 1
XRS2 11 348
DXO1 8 44
CTS2 3 52
YDR371C-A 0 0
VPS74 2 1
FRQ1 0 0
PHO92 3 55
WIP1 1 0
BCS1 0 0
ARH1 1 0
ATP17 0 0
LSM6 0 0
RGA2 8 360
SDH6 1 0
ARO10 13 166
YRA1 1 0
YDR381C-A 1 0
RPP2B 1 0
NKP1 3 3
ATO3 10 600
EFT2 2 1
MUS81 2 1
YDR387C 6 705
RVS167 5 7
SAC7 1 0
UBA2 2 5
YDR391C 1 0
SPT3 3 25
SHE9 4 7
RPT3 0 0
SXM1 6 18
YDR396W 2 1
NCB2 2 1
UTP5 0 0
HPT1 0 0
URH1 8 118
YDR401W 9 857
DIT2 10 923
DIT1 13 451
RPB7 0 0
MRP20 6 72
PDR15 48 2709
YDR406W-A 1 0
TRS120 3 5
ADE8 1 0
SIZ1 7 35
STE14 3 22
DFM1 7 330
RRP17 0 0
YDR413C 0 0
ERD1 3 5
YDR415C 6 62
SYF1 1 0
YDR417C 0 0
RPL12B 0 0
RAD30 8 68
HKR1 5 14
ARO80 16 1172
SIP1 8 37
CAD1 3 24
DYN2 1 0
SNX41 6 28
YDR426C 2 1
RPN9 0 0
BNA7 1 0
TIF35 0 0
CYM1 4 4
YDR431W 1 0
NPL3 2 1
YDR433W 1 0
GPI17 5 5
PPM1 5 31
PPZ2 7 12
GPI19 0 0
THI74 3 5
LRS4 0 0
DOT1 6 82
