gene_name number_of_transposon_per_gene number_of_read_per_gene
DPB4 3 2
KIN1 19 386
INO2 3 2
YDR124W 10 66
ECM18 7 99
SWF1 15 266
ARO1 2 2
MTC5 24 316
SAC6 4 3
FIN1 11 432
YDR131C 13 103
YDR132C 15 122
YDR133C 2 2
YCF1 24 736
VPS61 12 84
RGP1 4 48
HPR1 4 10
RUB1 1 0
MTQ2 1 0
DOP1 3 2
PEX7 11 99
SAN1 8 77
MKC7 10 468
TAF12 1 0
SWI5 13 123
EKI1 12 387
KGD2 0 0
YDR149C 0 0
NUM1 18 212
CTH1 10 107
GIR2 5 5
ENT5 11 38
YDR154C 5 7
CPR1 3 3
RPA14 8 55
YDR157W 13 210
HOM2 1 0
SAC3 10 45
SSY1 1 0
YDR161W 0 0
NBP2 0 0
CWC15 2 23
SEC1 7 72
TRM82 10 27
SEC5 20 205
TAF10 2 1
CDC37 1 0
STB3 2 1
YDR169C-A 3 49
SEC7 12 26
HSP42 1 0
SUP35 3 2
ARG82 2 1
HMO1 1 0
RSM24 1 0
NGG1 1 0
UBC1 0 0
SDH4 1 0
CSN9 9 111
YDR179W-A 6 147
SCC2 1 0
SAS4 15 668
CDC1 1 0
YDR182W-A 4 3
PLP1 8 113
YDR183C-A 2 1
ATC1 3 2
UPS3 3 6
YDR186C 5 8
YDR187C 1 0
CCT6 2 1
SLY1 1 0
RVB1 4 3
HST4 7 19
NUP42 8 26
YDR193W 2 3
MSS116 2 1
YDR194W-A 0 0
REF2 2 4
CAB5 0 0
CBS2 1 0
RKM2 11 361
YDR199W 2 3
VPS64 5 49
SPC19 0 0
RAV2 4 71
YDR203W 1 0
COQ4 3 2
MSC2 2 11
EBS1 21 520
UME6 7 19
MSS4 6 174
YDR209C 2 1
YDR210W 2 1
GCD6 4 6
TCP1 1 0
UPC2 26 732
AHA1 15 374
YDR215C 23 462
ADR1 8 48
RAD9 19 167
SPR28 10 57
MFB1 3 9
YDR220C 5 31
GTB1 19 367
YDR222W 4 19
CRF1 6 43
HTB1 1 0
HTA1 0 0
ADK1 3 2
SIR4 22 216
PCF11 2 2
IVY1 12 114
YDR230W 6 51
COX20 5 38
HEM1 1 0
RTN1 3 7
LYS4 16 337
PRP42 2 1
FMN1 1 0
MRPL7 1 0
SEC26 1 0
YDR239C 9 350
SNU56 5 24
BUD26 10 72
AMD2 9 64
PRP28 4 3
PEX5 16 122
MNN10 3 5
TRS23 2 7
YDR246W-A 13 98
VHS1 16 299
YDR248C 7 18
