gene_name number_of_transposon_per_gene number_of_read_per_gene
ARF1 13 91
RPL35A 17 40
UFD2 98 1145
RBS1 24 234
PPH22 58 971
YDL187C 10 24
YDL186W 18 166
YDL185C-A 15 55
VMA1 36 286
RPL41A 1 0
YDL183C 55 580
LYS20 68 1062
INH1 11 64
YDL180W 28 131
PCL9 23 108
DLD2 76 719
YDL177C 46 479
YDL176W 45 301
AIR2 46 481
DLD1 88 1152
PAR32 16 93
YDL172C 9 26
GLT1 286 3965
UGA3 82 996
UGX2 46 489
SFA1 42 798
NRP1 72 695
FAP7 11 94
CDC36 8 24
CDC9 35 287
YDL163W 16 79
YDL162C 46 785
ENT1 42 698
MHF2 7 69
DHH1 66 804
YDL159W-A 17 151
STE7 58 559
YDL159C-B 2 1
YDL158C 9 25
YDL157C 16 57
CMR1 87 1198
CLB3 59 574
MSH5 103 1146
SAS10 18 130
YDL152W 23 302
BUD30 3 7
RPC53 11 82
ATG9 53 365
NOP14 69 904
RPN5 17 97
LDB17 27 96
COP1 21 143
YDL144C 58 540
CCT4 8 32
CRD1 65 595
BPL1 16 63
RPO21 38 245
SCM3 5 30
RGT2 101 1135
ARF2 41 529
RPL35B 21 121
RDI1 15 62
PPH21 63 831
RPL41B 4 11
SRF1 53 506
CDC53 37 291
LYS21 87 1502
STF1 16 76
RPP1B 19 117
YDL129W 34 447
VCX1 54 427
PCL2 93 1546
CDC48 20 151
HNT1 18 151
YDL124W 40 266
SNA4 22 134
UBP1 76 1117
YDL121C 36 580
YFH1 3 4
YDL119C 22 156
YDL118W 8 45
CYK3 53 604
NUP84 17 95
IWR1 36 426
YDL114W-A 1 0
YDL114W 46 273
ATG20 49 368
TRM3 112 1102
RRP42 10 79
TMA17 36 439
YDL109C 67 447
KIN28 15 77
MSS2 33 316
PHO2 39 339
NSE4 8 41
QRI7 59 467
QRI1 10 114
POL3 23 275
DUN1 49 288
GET3 22 235
BUG1 28 229
SNU23 11 76
RPN6 13 145
OPI6 21 196
PMT1 55 496
YDL094C 50 781
PMT5 97 1300
SRP14 16 158
UBX3 55 326
RAM1 9 28
NUR1 54 516
ASM4 46 609
LUC7 10 29
YDL086W 68 889
YDL086C-A 40 547
YDL085C-A 12 141
NDE2 69 680
SUB2 2 1
RPS16B 25 193
RPL13A 40 412
RPP1A 16 86
THI3 63 826
MRK1 93 834
MDH3 40 181
VAM6 30 138
RXT3 24 86
RPL31A 2 2
BRE1 15 59
YDL073W 87 828
YET3 25 300
YDL071C 56 454
BDF2 73 405
CBS1 22 105
YDL068W 16 75
COX9 9 12
IDP1 85 1238
PEX19 46 425
UBC9 6 32
SYO1 74 908
YDL062W 15 47
RPS29B 11 31
TSR1 18 61
RAD59 36 182
USO1 93 1223
YDL057W 43 271
MBP1 51 504
PSA1 4 11
MCH1 144 2437
PBP4 28 260
SLC1 57 391
LHP1 77 860
YDL050C 43 590
KNH1 104 1491
STP4 144 1671
SIT4 10 137
NPC2 32 192
MRP10 7 131
FAD1 15 106
MTF2 31 159
PRP11 7 31
SIR2 121 2279
YDL041W 34 382
NAT1 29 144
PRM7 73 769
BSC1 28 203
PUS9 67 766
GPR1 171 2350
YDL034W 33 426
SLM3 85 881
YDL032W 17 121
DBP10 32 283
PRP9 22 173
ARP2 2 1
MPS1 41 343
YDL027C 50 411
YDL026W 11 94
RTK1 64 833
YDL025W-A 3 3
DIA3 88 1042
YDL022C-A 36 273
YDL023C 37 386
GPD1 101 1497
GPM2 82 1008
RPN4 79 663
OSH2 257 3384
ERP3 32 308
CDC7 34 233
YDL016C 18 115
TSC13 4 16
NOP1 4 33
SLX5 53 339
YDL012C 56 1024
YDL011C 27 293
GRX6 48 435
YDL009C 16 98
APC11 21 334
YDL007C-A 17 244
RPT2 3 2
PTC1 8 109
MED2 30 143
ATP16 10 42
MCD1 20 222
NHP10 69 1054
RMD1 158 3308
NTH1 271 3796
YRB1 0 0
RCR2 107 1011
YDR003W-A 14 85
RAD57 42 289
MAF1 17 121
SOK1 80 785
TRP1 68 875
YDR008C 72 1242
GAL3 188 2233
YDR010C 123 3560
SNQ2 338 3962
RPL4B 30 596
PSF1 0 0
RAD61 85 617
HED1 32 242
YDR015C 13 108
DAD1 1 0
KCS1 170 2060
YDR018C 110 1485
GCV1 97 1015
DAS2 86 1598
FAL1 6 20
ATG31 41 628
SES1 13 57
FYV1 75 481
RPS11A 16 62
NSI1 101 1176
VPS54 65 653
REG1 104 1523
YDR029W 19 80
RAD28 106 1211
MIX14 13 73
PST2 42 309
MRH1 67 813
LYS14 123 1102
YDR034C-A 4 3
YDR034W-B 9 20
ARO3 53 548
EHD3 112 1584
KRS1 28 115
ENA5 43 300
ENA2 20 20
ENA1 39 288
RSM10 7 10
YDR042C 10 20
NRG1 77 1182
HEM13 1 0
RPC11 1 0
BAP3 85 662
HEM12 24 133
YDR048C 56 705
VMS1 28 155
TPI1 1 0
DET1 62 621
DBF4 11 38
YDR053W 4 9
CDC34 13 117
PST1 42 226
YDR056C 27 286
YOS9 87 1220
TGL2 30 314
UBC5 27 365
MAK21 27 165
