gene_name number_of_transposon_per_gene number_of_read_per_gene
SHU2 16 111
PET100 2 1
TFB5 0 0
VPS41 32 89
PDC2 4 6
STN1 9 42
RRP8 8 51
TVP23 4 18
AFR1 8 99
SSS1 0 0
RRP1 0 0
SLU7 6 29
YDR089W 22 193
YDR090C 4 10
RLI1 8 12
UBC13 11 96
DNF2 89 2089
YDR094W 22 842
YDR095C 8 94
GIS1 6 29
MSH6 14 103
GRX3 5 19
BMH2 5 11
TVP15 1 0
ARX1 8 57
YDR102C 1 0
STE5 6 20
SPO71 37 239
TMS1 13 232
ARP10 6 28
TMN2 33 251
TRS85 11 29
YDR109C 13 103
FOB1 13 75
ALT2 14 202
IRC2 2 5
PDS1 3 4
YDR114C 3 7
YDR115W 2 3
MRPL1 8 36
TMA64 20 59
APC4 6 13
YDR118W-A 0 0
VBA4 19 582
COX26 0 0
TRM1 7 71
DPB4 1 0
KIN1 14 134
INO2 8 21
YDR124W 13 122
ECM18 4 5
SWF1 14 230
ARO1 11 28
MTC5 24 231
SAC6 14 42
FIN1 1 0
YDR131C 10 54
YDR132C 14 52
YDR133C 0 0
YCF1 33 372
VPS61 8 23
RGP1 8 13
HPR1 20 133
RUB1 1 0
MTQ2 2 3
DOP1 27 90
PEX7 15 387
SAN1 9 38
MKC7 11 25
TAF12 4 10
SWI5 8 9
EKI1 5 11
KGD2 6 36
YDR149C 1 0
NUM1 52 294
CTH1 10 38
GIR2 1 0
ENT5 3 3
YDR154C 3 3
CPR1 5 15
RPA14 6 98
YDR157W 5 73
HOM2 3 2
SAC3 24 127
SSY1 3 13
YDR161W 0 0
NBP2 0 0
CWC15 2 1
SEC1 13 53
TRM82 8 23
SEC5 21 329
TAF10 5 17
CDC37 22 73
STB3 2 4
YDR169C-A 8 66
SEC7 21 49
HSP42 12 34
SUP35 10 20
ARG82 3 7
HMO1 5 39
RSM24 4 17
NGG1 10 60
UBC1 5 9
SDH4 3 7
CSN9 3 10
YDR179W-A 2 1
SCC2 30 85
SAS4 6 33
CDC1 10 28
YDR182W-A 2 82
PLP1 8 89
YDR183C-A 2 1
ATC1 6 13
UPS3 5 11
YDR186C 15 189
YDR187C 3 21
CCT6 11 16
SLY1 17 76
RVB1 8 24
HST4 16 94
NUP42 8 86
YDR193W 0 0
MSS116 8 21
YDR194W-A 0 0
REF2 6 25
CAB5 3 8
CBS2 8 30
RKM2 9 36
YDR199W 1 0
VPS64 19 71
SPC19 0 0
RAV2 3 6
YDR203W 1 0
COQ4 13 58
MSC2 13 91
EBS1 9 45
UME6 13 58
MSS4 23 145
YDR209C 2 3
YDR210W 2 3
GCD6 9 43
TCP1 9 17
UPC2 13 168
AHA1 15 294
YDR215C 14 757
ADR1 31 210
RAD9 38 339
SPR28 4 8
MFB1 0 0
YDR220C 3 10
GTB1 21 114
YDR222W 6 23
CRF1 4 8
HTB1 0 0
HTA1 3 5
ADK1 6 9
SIR4 6 20
PCF11 4 9
IVY1 4 83
YDR230W 1 0
COX20 7 20
HEM1 4 6
RTN1 5 47
LYS4 24 90
PRP42 0 0
FMN1 1 0
MRPL7 1 0
SEC26 16 43
YDR239C 5 14
SNU56 4 28
BUD26 6 35
AMD2 15 69
PRP28 8 14
PEX5 16 78
MNN10 3 3
TRS23 6 9
YDR246W-A 4 24
VHS1 6 38
YDR248C 2 2
YDR249C 10 14
YDR250C 3 96
PAM1 18 64
BTT1 5 7
MET32 14 178
CHL4 1 0
RMD5 0 0
CTA1 17 47
RKM4 5 12
HSP78 34 279
YAP6 15 65
SWM1 8 64
EXG2 22 213
YDR262W 0 0
DIN7 7 24
AKR1 24 96
PEX10 2 6
HEL2 12 20
CIA1 7 11
MSW1 10 39
YDR269C 0 0
CCC2 12 69
YDR271C 0 0
GLO2 6 257
DON1 1 0
YDR274C 28 992
BSC2 22 124
PMP3 2 2
