gene_name number_of_transposon_per_gene number_of_read_per_gene
YDL196W 9 49
SEC31 4 3
SNF3 6 74
NUS1 3 2
ARF1 3 5
RPL35A 2 1
UFD2 18 201
RBS1 4 52
PPH22 11 225
YDL187C 1 0
YDL186W 3 3
YDL185C-A 6 161
VMA1 4 3
RPL41A 0 0
YDL183C 4 6
LYS20 11 150
INH1 0 0
YDL180W 8 28
PCL9 5 58
DLD2 15 216
YDL177C 6 41
YDL176W 3 2
AIR2 9 116
DLD1 16 447
PAR32 8 53
YDL172C 5 30
GLT1 41 2829
UGA3 15 1314
UGX2 7 18
SFA1 10 207
NRP1 16 108
FAP7 2 1
CDC36 2 1
CDC9 5 12
YDL163W 2 4
YDL162C 13 493
ENT1 1 0
MHF2 0 0
DHH1 3 27
YDL159W-A 3 167
STE7 3 15
YDL159C-B 0 0
YDL158C 1 0
YDL157C 2 4
CMR1 26 1109
CLB3 7 7
MSH5 20 643
SAS10 1 0
YDL152W 4 10
BUD30 0 0
RPC53 2 4
ATG9 14 301
NOP14 13 91
RPN5 2 1
LDB17 7 18
COP1 2 1
YDL144C 10 183
CCT4 2 1
CRD1 16 1552
BPL1 7 24
RPO21 3 5
SCM3 0 0
RGT2 5 6
ARF2 7 141
RPL35B 2 1
RDI1 6 114
PPH21 7 13
RPL41B 1 0
SRF1 3 28
CDC53 2 1
LYS21 15 268
STF1 3 2
RPP1B 4 8
YDL129W 2 1
VCX1 11 181
PCL2 11 181
CDC48 1 0
HNT1 8 56
YDL124W 14 367
SNA4 6 27
UBP1 5 6
YDL121C 3 89
YFH1 2 1
YDL119C 7 244
YDL118W 1 0
CYK3 11 41
NUP84 1 0
IWR1 10 102
YDL114W-A 0 0
YDL114W 8 224
ATG20 8 110
TRM3 30 1879
RRP42 4 5
TMA17 2 1
YDL109C 18 324
KIN28 3 2
MSS2 9 319
PHO2 7 27
NSE4 1 0
QRI7 9 170
QRI1 2 3
POL3 7 13
DUN1 4 18
GET3 1 0
BUG1 6 13
SNU23 1 0
RPN6 2 1
OPI6 5 15
PMT1 15 317
