gene_name number_of_transposon_per_gene number_of_read_per_gene
YCL046W 0 0
MGR1 8 16
PDI1 14 47
YCL041C 10 29
YCL042W 6 75
GLK1 35 2549
GID7 15 221
ATG22 13 90
SRO9 8 143
GFD2 28 712
GRX1 6 16
LSB5 16 133
MXR2 1 0
STE50 8 208
RRP7 2 1
HIS4 28 481
BIK1 37 798
RNQ1 10 80
FUS1 16 77
HBN1 7 12
FRM2 11 149
AGP1 29 452
YCL023C 8 166
KCC4 27 554
YCL022C 4 18
YCL021W-A 7 78
LEU2 12 56
NFS1 7 10
DCC1 11 127
BUD3 58 1860
YCL012C 7 39
GBP2 27 357
SGF29 14 452
ILV6 12 75
STP22 24 390
YCL007C 8 16
VMA9 4 7
LDB16 9 205
PGS1 7 67
YCL002C 16 273
RER1 12 171
YCL001W-A 1 0
YCL001W-B 4 29
YCR001W 5 29
CDC10 0 0
MRPL32 12 142
YCP4 8 156
CIT2 33 550
YCR006C 73 1067
YCR007C 11 237
SAT4 18 202
RVS161 4 6
ADY2 10 167
ADP1 36 1052
PGK1 4 3
YCR013C 3 2
POL4 19 144
YCR015C 11 105
YCR016W 11 48
CWH43 22 176
SRD1 4 7
YCR018C-A 9 290
MAK32 14 220
PET18 10 86
MAK31 3 3
HTL1 1 0
HSP30 19 529
YCR022C 14 39
YCR023C 19 465
SLM5 8 31
YCR024C-B 3 15
PMP1 0 0
YCR025C 14 117
NPP1 23 345
RHB1 5 68
FEN2 4 3
RIM1 1 0
SYP1 17 455
RPS14A 1 0
BPH1 32 928
SNT1 13 60
ELO2 6 10
RRP43 0 0
RBK1 8 26
PHO87 14 541
BUD5 6 10
YCR038W-A 0 0
MATALPHA2 0 0
MATALPHA1 0 0
YCR041W 2 1
TAF2 6 11
YCR043C 6 6
PER1 7 8
RRT12 16 458
YCR045W-A 5 220
IMG1 7 13
BUD23 1 0
YCR047W-A 0 0
YCR049C 8 3249
ARE1 35 3112
YCR050C 8 451
YCR051W 9 115
RSC6 2 1
THR4 2 1
CTR86 5 19
PWP2 10 11
YIH1 11 30
TAH1 1 0
YCR061W 39 2639
YCR064C 9 201
BUD31 3 3
HCM1 10 204
RAD18 8 198
SED4 9 110
ATG15 20 187
CPR4 5 4
IMG2 0 0
RSA4 3 2
SSK22 12 117
SOL2 5 183
ERS1 6 9
YCR075W-A 0 0
FUB1 9 400
PAT1 6 5
PTC6 15 326
SRB8 14 83
YCR081C-A 3 2
AHC2 2 1
TRX3 7 49
TUP1 6 5
YCR085W 3 5
CSM1 1 0
YCR087W 1 0
YCR087C-A 1 0
ABP1 9 127
FIG2 13 139
YCR090C 1 0
KIN82 18 327
MSH3 7 34
CDC39 12 28
CDC50 0 0
OCA4 0 0
YCR095W-A 1 0
HMRA2 0 0
HMRA1 1 0
YCR097W-A 0 0
GIT1 10 118
YCR099C 4 4
YCR100C 9 17
YCR101C 3 16
YCR102C 7 74
YCR102W-A 0 0
PAU3 2 1
ADH7 12 115
RDS1 12 274
AAD3 4 6
YCR108C 7 11
COS7 0 0
YDL247W-A 0 0
MPH2 1 0
SOR2 0 0
HXT15 5 6
THI13 2 3
AAD4 9 210
YDL242W 5 14
YDL241W 4 112
YDL240C-A 7 125
LRG1 14 35
ADY3 4 146
GUD1 3 7
AIM6 0 0
PHO13 2 1
YPD1 0 0
GYP7 12 81
MFG1 5 40
OST4 0 0
BRE4 15 481
PTP1 9 117
SSB1 2 3
YDL228C 2 3
HO 24 231
GCS1 4 23
SHS1 7 27
WHI4 15 461
HBT1 18 217
FMP45 5 18
YDL221W 14 392
CDC13 12 356
DTD1 1 0
YDL218W 6 56
TIM22 1 0
RRI1 11 194
GDH2 18 390
PRR2 4 118
NOP6 2 2
SHR3 1 0
YDL211C 5 19
UGA4 15 305
CWC2 1 0
NHP2 0 0
GLE1 5 5
YDL206W 6 23
HEM3 5 7
RTN2 9 69
ACK1 6 12
MRPL11 0 0
TRM8 4 4
MGT1 1 0
YDL199C 8 172
GGC1 1 0
ASF2 11 211
YDL196W 10 61
SEC31 6 6
SNF3 7 18
NUS1 1 0
ARF1 4 8
RPL35A 0 0
UFD2 8 63
RBS1 5 19
PPH22 8 26
YDL187C 2 6
YDL186W 7 150
YDL185C-A 1 0
VMA1 5 8
RPL41A 1 0
YDL183C 4 13
LYS20 12 385
INH1 0 0
YDL180W 12 93
PCL9 1 0
DLD2 7 38
YDL177C 11 32
YDL176W 14 189
AIR2 13 126
DLD1 17 972
PAR32 6 46
YDL172C 5 43
GLT1 34 2606
UGA3 7 12
UGX2 5 19
SFA1 5 6
NRP1 14 367
FAP7 2 2
CDC36 0 0
CDC9 1 0
YDL163W 1 0
YDL162C 5 33
ENT1 11 308
MHF2 2 1
DHH1 6 5
YDL159W-A 0 0
STE7 10 28
YDL159C-B 0 0
YDL158C 2 3
YDL157C 3 3
CMR1 9 59
CLB3 7 15
MSH5 25 1056
SAS10 1 0
YDL152W 3 14
BUD30 0 0
RPC53 0 0
ATG9 6 8
NOP14 18 147
RPN5 1 0
LDB17 6 12
COP1 1 0
YDL144C 12 350
CCT4 1 0
CRD1 4 82
BPL1 4 10
RPO21 6 6
SCM3 1 0
RGT2 9 32
ARF2 4 5
RPL35B 3 12
RDI1 2 1
PPH21 6 8
RPL41B 0 0
SRF1 8 149
CDC53 3 2
LYS21 9 68
STF1 2 3
RPP1B 2 4
YDL129W 1 0
VCX1 4 7
PCL2 12 201
CDC48 4 3
HNT1 4 33
YDL124W 10 155
SNA4 3 3
UBP1 5 5
YDL121C 3 164
YFH1 0 0
YDL119C 7 49
YDL118W 3 10
CYK3 7 35
NUP84 2 1
IWR1 1 0
YDL114W-A 0 0
YDL114W 4 5
ATG20 5 11
TRM3 16 98
RRP42 0 0
TMA17 3 2
YDL109C 9 609
KIN28 0 0
MSS2 5 52
PHO2 4 3
NSE4 1 0
QRI7 8 21
QRI1 3 2
POL3 7 12
DUN1 2 1
GET3 9 45
BUG1 3 7
SNU23 2 1
RPN6 8 10
OPI6 5 22
PMT1 9 17
YDL094C 4 7
PMT5 16 33
SRP14 2 27
UBX3 11 230
RAM1 1 0
NUR1 10 408
ASM4 10 277
LUC7 2 5
YDL086W 8 692
YDL086C-A 7 687
YDL085C-A 1 0
NDE2 4 39
SUB2 1 0
RPS16B 1 0
RPL13A 1 0
RPP1A 0 0
THI3 9 48
MRK1 13 1217
MDH3 12 284
VAM6 12 75
RXT3 3 24
RPL31A 0 0
BRE1 5 5
YDL073W 17 1197
YET3 1 0
YDL071C 12 523
BDF2 1 0
CBS1 3 19
YDL068W 2 6
