gene_name number_of_transposon_per_gene number_of_read_per_gene
GGA1 13 26
EAF1 11 14
OPI7 1 0
BCP1 9 15
TFC6 9 18
ESC2 17 64
SEM1 0 0
CDC40 16 32
ESF1 10 16
YDR366C 3 2
KEI1 3 5
YPR1 5 39
XRS2 14 39
DXO1 3 5
CTS2 14 53
YDR371C-A 1 0
VPS74 6 8
FRQ1 1 0
PHO92 3 5
WIP1 0 0
BCS1 7 39
ARH1 10 32
ATP17 0 0
LSM6 0 0
RGA2 19 110
SDH6 3 2
ARO10 8 12
YRA1 5 7
YDR381C-A 1 0
RPP2B 0 0
NKP1 3 5
ATO3 5 19
EFT2 1 0
MUS81 8 16
YDR387C 8 16
RVS167 7 6
SAC7 17 60
UBA2 5 6
YDR391C 3 2
SPT3 3 3
SHE9 6 17
RPT3 11 19
SXM1 16 78
YDR396W 11 30
NCB2 11 30
UTP5 3 2
HPT1 7 10
URH1 12 66
YDR401W 6 187
DIT2 12 213
DIT1 13 266
RPB7 0 0
MRP20 22 273
PDR15 49 1181
YDR406W-A 2 1
TRS120 24 45
ADE8 3 2
SIZ1 14 56
STE14 5 40
DFM1 3 3
RRP17 1 0
YDR413C 1 0
ERD1 11 33
YDR415C 8 17
SYF1 17 112
YDR417C 3 2
RPL12B 3 2
RAD30 18 76
HKR1 17 56
ARO80 12 21
SIP1 26 185
CAD1 12 15
DYN2 2 1
SNX41 24 116
YDR426C 11 58
RPN9 2 1
BNA7 8 26
TIF35 3 3
CYM1 24 77
YDR431W 1 0
NPL3 4 6
YDR433W 2 2
GPI17 7 19
PPM1 11 21
PPZ2 28 120
GPI19 1 0
THI74 12 106
LRS4 1 0
DOT1 17 67
APT2 0 0
