gene_name number_of_transposon_per_gene number_of_read_per_gene
MHR1 9 76
SUR2 3 2
ATP5 1 0
BFR2 4 4
PRO1 1 0
CFT1 7 20
GPI11 3 3
RSC3 8 19
CPR5 3 2
HNT2 15 332
YDR306C 6 47
PMT7 14 204
SRB7 0 0
GIC2 6 14
SUM1 14 94
TFB1 2 1
SSF2 12 136
PIB1 6 64
RAD34 5 41
IPK1 3 17
OMS1 6 22
HIM1 6 57
MCM21 3 8
YFT2 2 10
SWA2 7 21
DAD4 1 0
YDR320W-B 3 4
ASP1 2 6
MRPL35 13 74
TIM11 3 11
PEP7 11 86
UTP4 5 32
YCG1 13 96
YSP2 22 228
YDR327W 1 0
SKP1 3 2
PEX3 7 32
UBX5 8 38
GPI8 1 0
IRC3 13 166
RQC1 10 50
SWR1 22 136
MSN5 18 60
YDR336W 9 97
MRPS28 6 27
YDR338C 13 83
FCF1 0 0
YDR340W 2 1
YDR341C 2 1
HXT7 1 0
HXT6 2 1
YDR344C 6 43
HXT3 12 122
SVF1 9 27
MRP1 4 22
PAL1 5 35
YPS7 4 21
ATP22 2 1
SBE2 11 55
YPQ2 3 14
TRR1 0 0
TRP4 1 0
YDR354C-A 0 0
YDR355C 0 0
SPC110 9 65
CNL1 7 168
GGA1 8 20
EAF1 3 51
OPI7 0 0
BCP1 7 33
TFC6 3 58
ESC2 14 176
SEM1 1 0
CDC40 14 48
ESF1 10 37
YDR366C 2 1
KEI1 3 14
YPR1 5 46
XRS2 15 47
DXO1 5 34
CTS2 17 148
YDR371C-A 0 0
VPS74 8 42
FRQ1 0 0
PHO92 7 20
WIP1 0 0
BCS1 5 30
ARH1 4 6
ATP17 2 1
LSM6 0 0
RGA2 36 697
SDH6 0 0
ARO10 9 89
YRA1 3 4
YDR381C-A 0 0
RPP2B 0 0
NKP1 4 10
ATO3 15 114
EFT2 2 1
MUS81 7 22
YDR387C 14 73
RVS167 5 28
SAC7 13 84
UBA2 8 30
YDR391C 1 0
SPT3 5 61
SHE9 5 27
RPT3 4 6
SXM1 11 106
YDR396W 4 4
NCB2 4 4
UTP5 5 6
HPT1 2 1
URH1 10 90
YDR401W 8 28
DIT2 13 47
DIT1 6 36
RPB7 0 0
MRP20 19 264
PDR15 53 1328
YDR406W-A 2 1
TRS120 17 60
ADE8 3 35
SIZ1 19 149
STE14 16 124
DFM1 6 73
RRP17 0 0
YDR413C 0 0
ERD1 13 77
YDR415C 9 19
SYF1 8 32
YDR417C 1 0
RPL12B 1 0
RAD30 17 425
HKR1 18 411
ARO80 21 239
SIP1 6 50
CAD1 8 38
DYN2 1 0
SNX41 12 103
YDR426C 3 8
RPN9 3 2
BNA7 9 70
TIF35 0 0
CYM1 18 252
YDR431W 6 46
NPL3 3 4
YDR433W 1 0
GPI17 4 39
PPM1 6 21
PPZ2 25 249
GPI19 1 0
